date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,SMA5,SMA10,SMA20,K,D,RSI_7,RSI_14,BB_Upper,BB_Middle,BB_Lower,MACD,MACD_Signal,MACD_Hist
2023-05-02,2313,4578434,198229559,43.35,43.45,43.1,43.3,0.2,2771,,,,,,,,,,,,,
2023-05-03,2313,5305922,228965547,43.1,43.45,42.8,43.25,-0.05,3094,,,,,,,,,,,,,
2023-05-04,2313,5504491,237917776,43.3,43.5,43.05,43.35,0.1,3132,,,,,,,,,,,,,
2023-05-05,2313,6371758,274891254,43.35,43.35,42.95,43.15,-0.2,3196,,,,,,,,,,,,,
2023-05-08,2313,7592400,330776737,43.45,43.75,43.35,43.75,0.6,3799,43.36,,,,,,,,,,,,
2023-05-09,2313,6944096,303464922,43.95,44.0,43.25,43.75,0.0,4394,43.45,,,,,,,,,,,,
2023-05-10,2313,5403329,233757517,43.75,43.75,43.1,43.2,-0.55,3172,43.44,,,,,,,,,,,,
2023-05-11,2313,7289172,310775135,43.35,43.35,42.35,42.4,-0.8,3908,43.25,,,,,30.43478260869572,,,,,,,
2023-05-12,2313,7005205,294956806,41.7,42.4,41.65,42.05,-0.35,3859,43.029999999999994,,,,,25.84615384615389,,,,,,,
2023-05-15,2313,5548391,233566932,42.0,42.4,41.6,42.2,0.15,3019,42.71999999999999,43.04,,,,31.044349070100363,,,,,,,
2023-05-16,2313,11905246,498691263,42.2,42.5,41.8,41.8,-0.4,6803,42.33,42.89,,,,25.48610204880608,,,,,,,
2023-05-17,2313,11577845,483677475,41.75,42.0,41.65,41.7,-0.1,6429,42.029999999999994,42.735,,,,24.221253023006053,,,,,,,
2023-05-18,2313,6007125,252726338,42.0,42.25,41.85,42.1,0.4,3316,41.96999999999999,42.61,,11.111111111111077,13.46532702915678,38.471393167031316,,,,,,,
2023-05-19,2313,17008572,733671211,42.35,43.75,42.3,43.5,1.4,9104,42.25999999999999,42.644999999999996,,34.72222222222224,19.444444444444432,65.19615263107652,,,,,,,
2023-05-22,2313,11750238,505563580,43.55,43.65,42.7,42.75,-0.75,6726,42.36999999999999,42.545,,51.16279069767441,32.33204134366924,51.27633067679237,45.29914529914533,,,,,,
2023-05-23,2313,13665107,576950782,43.0,43.1,42.0,42.2,-0.55,7407,42.44999999999999,42.39,,53.52067183462534,46.468561584840664,43.35652701964528,41.134328358209004,,,,,,
2023-05-24,2313,6509432,276474964,42.4,42.7,42.2,42.6,0.4,3467,42.62999999999999,42.33,,42.63565891472871,49.10637381567616,49.91962835553858,45.08846335089752,,,,,,
2023-05-25,2313,11658639,503335926,42.6,43.5,42.45,43.35,0.75,5882,42.87999999999999,42.425000000000004,,51.93798449612408,49.36477174849271,60.04625487494535,51.64689120448962,,,,,,
2023-05-26,2313,20581640,905326376,43.9,44.45,43.5,44.25,0.9,10467,43.02999999999999,42.645,,73.58803986710963,56.05389442598747,68.86131934951527,58.11220459689436,,,,,,
2023-05-29,2313,12666165,562416297,44.7,44.75,44.1,44.3,0.05,6444,43.33999999999999,42.855000000000004,42.947500000000005,86.57878755403134,70.7016039724217,69.30033093038556,58.444637827071176,44.47964718614034,42.947500000000005,41.41535281385967,,,
2023-05-30,2313,10343316,454925905,44.55,44.55,43.6,44.1,-0.2,5932,43.719999999999985,43.08500000000001,42.987500000000004,85.30907357381214,81.82530033165104,65.02229114980416,56.512637578435765,44.594321396421535,42.987500000000004,41.380678603578474,,,
2023-05-31,2313,6858669,302241337,44.35,44.4,43.8,44.1,0.0,3316,44.01999999999999,43.32500000000001,43.03000000000001,79.81123807597669,83.89969973460673,65.02229114980415,56.512637578435765,44.7058281534803,43.03000000000001,41.35417184651972,,,
2023-06-01,2313,7023630,310514711,44.0,44.5,43.7,44.45,0.35,3808,44.23999999999999,43.56000000000001,43.08500000000001,81.01358411703247,82.04463192227377,69.50616318660235,59.24684323111079,44.86800308468487,43.08500000000001,41.301996915315144,,,
2023-06-02,2313,14013198,624178837,44.6,44.75,44.15,44.35,-0.1,8160,44.259999999999984,43.64500000000001,43.14500000000001,83.63636363636373,81.48706194312429,66.65782384700111,58.12242348814198,45.01152082763487,43.14500000000001,41.27847917236515,,,
2023-06-05,2313,6100763,269537894,44.65,44.65,44.0,44.1,-0.25,3736,44.219999999999985,43.780000000000015,43.16250000000001,83.0184194890078,82.55612241413466,59.541217821728054,55.29696312035729,45.05772426113523,43.16250000000001,41.26727573886479,,,
2023-06-06,2313,8547680,380411997,44.25,44.7,44.15,44.5,0.4,4246,44.29999999999999,44.01000000000001,43.20000000000001,83.0315947195743,83.22879261498194,66.2644274184714,58.75200278708586,45.168501968501346,43.20000000000001,41.231498031498674,,,
2023-06-07,2313,8272243,366184440,44.7,44.7,44.0,44.1,-0.4,4797,44.29999999999999,44.16000000000001,43.24500000000001,70.54674623472584,78.86558681443597,55.50388805351233,54.23759182483943,45.25221199677389,43.24500000000001,41.237788003226136,,,
2023-06-08,2313,7732004,339995491,43.95,44.3,43.6,44.05,-0.05,4496,44.21999999999999,44.23000000000001,43.32750000000001,58.75362318840575,70.77732138090197,54.21987654015176,53.682321579814406,45.32461667160278,43.32750000000001,41.33038332839723,,,
