date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,SMA5,SMA10,SMA20,K,D,RSI_7,RSI_14,BB_Upper,BB_Middle,BB_Lower,MACD,MACD_Signal,MACD_Hist
2020-01-02,1513,8776654,220992434,25.0,25.55,24.8,25.55,1.25,3857,,,,,,,,,,,,,
2020-01-03,1513,6486604,164978995,25.25,25.85,25.05,25.6,0.05,2714,,,,,,,,,,,,,
2020-01-06,1513,2568721,65017745,25.4,25.5,25.2,25.2,-0.4,1196,,,,,,,,,,,,,
2020-01-07,1513,4051241,102564425,25.25,25.5,25.05,25.45,0.25,1505,,,,,,,,,,,,,
2020-01-08,1513,3728817,93577125,25.2,25.35,24.7,25.15,-0.3,1419,25.390000000000004,,,,,,,,,,,,
2020-01-09,1513,7479115,194922377,25.25,26.5,25.25,26.45,1.3,3243,25.570000000000004,,,,,,,,,,,,
2020-01-10,1513,4959880,129537419,26.65,26.65,25.9,26.0,-0.45,2266,25.650000000000006,,,,,,,,,,,,
2020-01-13,1513,3234414,83720865,26.25,26.3,25.55,25.95,-0.05,1265,25.800000000000004,,,,,57.1428571428571,,,,,,,
2020-01-14,1513,1939465,50747029,26.15,26.4,25.95,26.05,0.1,840,25.920000000000005,,,,,58.85714285714284,,,,,,,
2020-01-15,1513,1345204,35140154,26.1,26.25,26.05,26.1,0.05,598,26.110000000000003,25.75,,,,59.795253606328515,,,,,,,
2020-01-16,1513,16515694,460412186,26.25,28.7,26.05,27.85,1.75,6156,26.390000000000004,25.98,,,,79.17988674243944,,,,,,,
2020-01-17,1513,9368873,257422871,27.95,28.3,26.7,27.15,-0.7,3903,26.620000000000005,26.135,,,,64.63651862213669,,,,,,,
2020-01-20,1513,3719775,102539764,27.2,27.8,26.9,27.75,0.6,1808,26.980000000000008,26.390000000000004,,72.08333333333336,71.98005698005704,70.12399479277263,,,,,,,
