date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2020-11-03,1503,126941,6374718,49.95,50.5,49.8,49.8,0.0,132
2020-11-04,1503,97245,4852095,50.1,50.1,49.55,50.1,0.3,105
2020-11-05,1503,75917,3801672,50.0,50.3,49.85,49.9,-0.2,83
2020-11-06,1503,82835,4156412,50.0,50.3,50.0,50.2,0.3,83
2020-11-09,1503,170989,8674717,50.6,51.1,50.4,50.5,0.3,165
2020-11-10,1503,164930,8368135,51.1,51.1,50.5,50.5,0.0,146
2020-11-11,1503,278842,14260217,50.4,51.6,50.3,51.3,0.8,251
2020-11-12,1503,146674,7503216,51.3,51.4,50.9,51.3,0.0,120
2020-11-13,1503,159845,8193042,51.3,51.5,51.0,51.2,-0.1,127
2020-11-16,1503,191403,9820600,51.3,51.6,51.1,51.4,0.2,120
2020-11-17,1503,209799,10771242,51.7,51.8,51.0,51.5,0.1,138
2020-11-18,1503,186060,9545173,51.5,51.6,51.0,51.6,0.1,138
2020-11-19,1503,96363,4937731,50.8,51.4,50.7,51.3,-0.3,83
2020-11-20,1503,124916,6395025,51.3,51.3,50.9,51.2,-0.1,92
2020-11-23,1503,177216,9074088,51.3,51.4,50.8,51.2,0.0,144
2020-11-24,1503,73218,3729081,51.0,51.1,50.7,50.8,-0.4,62
2020-11-25,1503,170648,8689951,50.9,51.3,50.4,50.6,-0.2,150
2020-11-26,1503,87529,4436545,50.6,50.9,50.5,50.9,0.3,86
2020-11-27,1503,84474,4278971,50.5,50.8,50.5,50.8,-0.1,91
2020-11-30,1503,114152,5762197,50.6,50.8,50.3,50.3,-0.5,101
2020-12-01,1503,160437,8004003,50.2,50.2,49.6,49.85,-0.45,137
2020-12-02,1503,212923,10531775,49.85,49.95,49.35,49.4,-0.45,205
2020-12-03,1503,122621,6074436,49.4,49.85,49.2,49.55,0.15,101
2020-12-04,1503,112720,5637102,49.55,50.2,49.5,50.2,0.65,111
2020-12-07,1503,95531,4764468,50.2,50.2,49.7,49.7,-0.5,95
2020-12-08,1503,104975,5201314,49.55,49.65,49.45,49.5,-0.2,95
2020-12-09,1503,203701,10265418,49.55,50.9,49.55,50.7,1.2,203
2020-12-10,1503,166306,8387709,50.8,50.8,50.0,50.7,0.0,119
2020-12-11,1503,79914,3992843,50.1,50.4,49.7,50.2,-0.5,76
2020-12-14,1503,99612,4978837,50.4,50.4,49.75,50.1,-0.1,73
2020-12-15,1503,138371,6929817,50.0,50.2,49.9,50.1,0.0,116
2020-12-16,1503,288126,14679502,50.2,51.8,50.0,51.6,1.5,285
2020-12-17,1503,152963,7839403,51.8,51.8,50.7,51.5,-0.1,129
2020-12-18,1503,102649,5247791,51.3,51.4,50.9,50.9,-0.6,74
2020-12-21,1503,280965,14121758,51.0,51.0,50.0,50.2,-0.7,183
2020-12-22,1503,88902,4441240,50.3,50.4,49.6,49.65,-0.55,94
2020-12-23,1503,69518,3464386,49.75,50.0,49.7,49.9,0.25,50
2020-12-24,1503,70633,3522777,49.9,50.0,49.75,49.9,0.0,57
2020-12-25,1503,64332,3213372,49.95,50.1,49.8,49.8,-0.1,78
2020-12-28,1503,144456,7228921,50.2,50.2,49.8,49.95,0.15,111
2020-12-29,1503,130862,6541050,49.9,50.3,49.85,50.0,0.05,78
2020-12-30,1503,286726,14647925,50.3,51.9,50.0,51.6,1.6,237
2020-12-31,1503,110410,5629172,51.6,51.6,50.6,50.8,-0.8,103
2021-01-04,1503,117215,5973798,50.6,51.3,50.5,51.0,0.2,105
2021-01-05,1503,98649,5034216,50.9,51.4,50.9,50.9,-0.1,86
2021-01-06,1503,257771,12891400,50.7,50.8,49.4,49.4,-1.5,220
2021-01-07,1503,70434,3500903,49.9,49.95,49.5,49.95,0.55,77
2021-01-08,1503,77138,3836055,49.7,49.9,49.65,49.65,-0.3,76
2021-01-11,1503,160121,7937280,49.45,49.85,49.45,49.6,-0.05,170
2021-01-12,1503,233705,11631098,50.1,50.3,49.45,49.45,-0.15,195
2021-01-13,1503,246795,12378402,49.5,50.8,49.25,50.3,0.85,246
2021-01-14,1503,78748,3940984,50.3,50.4,49.85,50.2,-0.1,90
2021-01-15,1503,143151,7132849,49.85,50.0,49.45,50.0,-0.2,123
2021-01-18,1503,124949,6208673,49.6,49.95,49.2,49.85,-0.15,109
2021-01-19,1503,90053,4487066,49.8,50.0,49.5,50.0,0.15,78
2021-01-20,1503,420830,20547951,49.65,49.65,48.35,48.35,-1.65,360
2021-01-21,1503,157493,7658099,48.8,49.0,48.4,48.4,0.05,129
2021-01-22,1503,127508,6176145,48.95,48.95,48.15,48.3,-0.1,109
2021-01-25,1503,51318,2479919,48.3,48.75,48.05,48.75,0.45,79
2021-01-26,1503,173872,8365372,48.75,48.75,47.7,48.0,-0.75,147
2021-01-27,1503,79202,3804174,48.5,48.5,47.85,47.9,-0.1,100
2021-01-28,1503,95313,4551562,48.0,48.15,47.55,47.6,-0.3,101
2021-01-29,1503,309255,14600775,47.45,47.55,46.8,46.85,-0.75,209
2021-02-01,1503,58609,2775530,47.45,47.9,46.9,47.25,0.4,63
2021-02-02,1503,127266,6032447,46.7,48.2,46.7,47.4,0.15,143
2021-02-03,1503,31940,1518400,47.4,47.7,47.4,47.7,0.3,49
2021-02-04,1503,49945,2366003,47.15,47.65,47.15,47.6,-0.1,72
2021-02-05,1503,108031,5191362,47.15,48.4,47.15,48.2,0.6,105
2021-02-17,1503,214312,10474150,48.3,49.25,48.25,49.15,0.95,190
2021-02-18,1503,137250,6746843,49.15,49.35,49.0,49.35,0.2,107
2021-02-19,1503,158936,7774644,48.75,49.25,48.65,49.2,-0.15,137
2021-02-22,1503,170653,8426190,49.15,49.75,49.05,49.2,0.0,160
2021-02-23,1503,248084,12352374,49.2,50.1,49.1,49.95,0.75,184
2021-02-24,1503,61663,3065077,50.0,50.0,49.4,49.6,-0.35,80
2021-02-25,1503,63241,3138207,49.8,49.8,49.35,49.7,0.1,120
2021-02-26,1503,275042,13406317,49.85,49.85,48.1,48.7,-1.0,241
2021-03-02,1503,112949,5517949,48.85,49.15,48.6,49.0,0.3,122
2021-03-03,1503,292037,14586274,49.2,50.5,49.1,50.3,1.3,254
2021-03-04,1503,226541,11171493,50.1,50.2,48.9,49.25,-1.05,212
2021-03-05,1503,38534,1883276,48.8,49.25,48.8,48.85,-0.4,85
2021-03-08,1503,112074,5492602,49.0,49.3,48.75,48.95,0.1,167
2021-03-09,1503,81477,3995769,49.45,49.45,48.75,48.9,-0.05,116
2021-03-10,1503,171884,8362866,49.0,49.0,48.5,48.55,-0.35,183
2021-03-11,1503,181366,8899569,49.0,49.3,48.9,49.15,0.6,163
2021-03-12,1503,69392,3408545,49.15,49.45,49.0,49.4,0.25,84
2021-03-15,1503,121748,5988551,49.2,49.35,49.1,49.2,-0.2,123
2021-03-16,1503,147353,7230239,49.1,49.35,48.9,49.2,0.0,146
2021-03-17,1503,181602,8859145,49.25,49.25,48.5,49.0,-0.2,192
2021-03-18,1503,102117,4998584,49.1,49.2,48.8,49.2,0.2,95
2021-03-19,1503,281616,13666781,48.7,48.8,48.35,48.55,-0.65,236
2021-03-22,1503,68862,3331531,48.3,48.95,48.15,48.45,-0.1,96
2021-03-23,1503,163983,7903037,48.6,48.6,48.05,48.15,-0.3,187
2021-03-24,1503,135946,6587726,48.15,48.8,48.0,48.4,0.25,143
2021-03-25,1503,50977,2461566,48.25,48.4,48.15,48.3,-0.1,79
2021-03-26,1503,118987,5806364,48.7,48.95,48.65,48.9,0.6,133
2021-03-29,1503,85731,4185984,48.9,49.0,48.6,48.7,-0.2,143
2021-03-30,1503,131539,6407773,48.8,48.9,48.6,48.9,0.2,107
2021-03-31,1503,70320,3440387,48.8,49.2,48.75,49.2,0.3,108
2021-04-01,1503,36380,1782877,49.0,49.2,48.8,49.15,-0.05,59
2021-04-06,1503,92724,4561801,49.15,49.35,49.0,49.3,0.15,102
2021-04-07,1503,83284,4092295,48.9,49.35,48.9,49.2,-0.1,78
2021-04-08,1503,95491,4690905,48.9,49.3,48.9,49.25,0.05,87
2021-04-09,1503,141195,6954747,49.25,49.35,49.05,49.35,0.1,107
2021-04-12,1503,402144,20080397,49.1,50.5,49.1,50.2,0.85,276
2021-04-13,1503,252824,12663078,50.2,50.4,49.55,49.9,-0.3,192
2021-04-14,1503,102887,5095485,49.25,49.9,49.25,49.7,-0.2,105
2021-04-15,1503,124850,6213554,49.85,49.95,49.6,49.8,0.1,106
2021-04-16,1503,174406,8696591,49.5,50.1,49.5,49.95,0.15,146
2021-04-19,1503,541156,27529859,50.0,51.4,50.0,51.2,1.25,397
2021-04-20,1503,413452,21099280,51.5,51.8,50.3,50.9,-0.3,258
2021-04-21,1503,555418,28482908,50.9,51.7,50.3,51.5,0.6,362
2021-04-22,1503,491369,25135456,51.7,52.0,50.1,50.4,-1.1,324
2021-04-23,1503,202704,10298499,50.4,51.4,50.4,50.8,0.4,176
2021-04-26,1503,268426,13654856,50.6,51.3,50.5,50.9,0.1,187
2021-04-27,1503,241356,12351900,51.1,51.4,50.9,51.3,0.4,224
2021-04-28,1503,445630,23113496,51.4,52.4,51.3,51.9,0.6,326
2021-04-29,1503,302601,15673673,51.7,52.2,51.3,51.7,-0.2,214
2021-05-03,1503,248030,12631616,51.5,51.5,50.5,50.7,-1.0,184
2021-05-04,1503,358499,18218422,51.0,51.5,50.3,50.5,-0.2,298
2021-05-05,1503,173836,8741012,50.8,50.8,50.0,50.3,-0.2,162
2021-05-06,1503,119968,6057603,50.1,50.8,50.1,50.4,0.1,113
2021-05-07,1503,99525,5058759,50.5,51.0,50.5,51.0,0.6,103
2021-05-10,1503,191295,9795095,50.7,51.7,50.7,51.4,0.4,141
2021-05-11,1503,283464,14362862,51.0,51.5,50.0,50.0,-1.4,205
2021-05-12,1503,575644,27864534,50.0,50.3,46.6,47.8,-2.2,400
2021-05-13,1503,394305,19001357,48.5,49.2,47.5,47.9,0.1,308
2021-05-14,1503,220420,10654332,49.45,49.45,48.15,48.4,0.5,167
2021-05-17,1503,247238,11933893,46.95,49.0,46.95,48.5,0.1,178
2021-05-18,1503,367288,18260580,48.05,50.6,48.05,50.0,1.5,225
2021-05-19,1503,183638,9107405,49.1,50.1,49.05,50.1,0.1,137
2021-05-20,1503,186397,9195511,49.45,50.0,49.2,49.8,-0.3,116
2021-05-21,1503,173637,8712878,50.0,50.6,49.95,50.3,0.5,120
2021-05-24,1503,93404,4666847,49.95,50.2,49.6,50.0,-0.3,84
2021-05-25,1503,159359,7992686,49.9,50.5,49.8,50.4,0.4,132
2021-05-26,1503,134052,6769846,50.5,50.9,50.1,50.8,0.4,136
2021-05-27,1503,201719,10215820,50.4,51.0,50.2,50.5,-0.3,164
2021-05-28,1503,275012,14021872,50.5,51.2,50.5,51.1,0.6,181
2021-05-31,1503,159827,7748882,51.1,51.2,51.0,51.2,0.1,78
2021-06-01,1503,120278,6165630,51.2,51.5,51.1,51.5,0.3,96
2021-06-02,1503,226512,11693324,51.4,52.0,51.1,52.0,0.5,202
2021-06-03,1503,311599,16298521,52.6,52.8,52.0,52.4,0.4,225
2021-06-04,1503,121797,6319804,51.9,52.2,51.6,52.1,-0.3,95
2021-06-07,1503,142951,7351324,51.9,51.9,51.0,51.5,-0.6,124
2021-06-08,1503,109584,5644857,51.9,51.9,51.1,51.5,0.0,82
2021-06-09,1503,90282,4642854,51.5,51.6,51.2,51.6,0.1,81
2021-06-10,1503,95392,4934996,51.8,51.9,51.5,51.8,0.2,82
2021-06-11,1503,138510,7039515,51.9,51.9,51.3,51.4,-0.4,110
2021-06-15,1503,258004,13233848,51.6,51.7,51.0,51.4,0.0,200
2021-06-16,1503,365928,18828145,51.1,52.5,51.1,52.3,0.9,313
2021-06-17,1503,282015,14746365,52.0,52.5,51.9,52.2,-0.1,218
