date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,SMA5,SMA10,SMA20,K,D,RSI_7,RSI_14,BB_Upper,BB_Middle,BB_Lower,MACD,MACD_Signal,MACD_Hist
2020-01-02,2368,19526186,329330467,16.85,17.05,16.55,16.85,0.2,4297,,,,,,,,,,,,,
2020-01-03,2368,19736931,334751686,16.9,17.3,16.6,16.85,0.0,4674,,,,,,,,,,,,,
2020-01-06,2368,38021337,653506084,16.7,17.5,16.55,17.4,0.55,8489,,,,,,,,,,,,,
2020-01-07,2368,40533784,695745961,17.7,17.9,16.7,17.05,-0.35,9500,,,,,,,,,,,,,
2020-01-08,2368,23874857,403345643,16.6,17.3,16.4,17.15,0.1,5255,17.060000000000002,,,,,,,,,,,,
2020-01-09,2368,49358512,877559427,17.25,18.3,17.15,18.3,1.15,12250,17.35,,,,,,,,,,,,
2020-01-10,2368,40643981,725290096,18.1,18.15,17.55,17.8,-0.5,11012,17.54,,,,,,,,,,,,
2020-01-13,2368,49370645,897377500,18.05,18.65,17.75,17.85,0.05,13075,17.630000000000003,,,,,68.51851851851855,,,,,,,
2020-01-14,2368,28436947,517771514,17.9,18.4,17.9,18.4,0.55,6913,17.9,,,,,74.56359102244389,,,,,,,
2020-01-15,2368,16837707,307113107,18.4,18.5,18.0,18.1,-0.3,4310,18.089999999999996,17.575,,,,66.4444444444445,,,,,,,
2020-01-16,2368,19922320,355618339,18.15,18.25,17.6,17.7,-0.4,5392,17.97,17.66,,,,56.820101351351326,,,,,,,
2020-01-17,2368,23427517,416942995,17.7,18.15,17.45,18.0,0.3,5868,18.009999999999998,17.775,,,,61.677207776996944,,,,,,,
2020-01-20,2368,9837601,177271228,18.15,18.2,17.9,18.0,0.0,3094,18.04,17.835,,66.66666666666673,69.62962962962969,61.677207776996944,,,,,,,
2020-01-30,2368,19331378,317549723,16.5,16.9,16.2,16.2,-1.8,4703,17.599999999999998,17.749999999999996,,47.40740740740745,60.7407407407408,32.146476259467086,,,,,,,
2020-01-31,2368,30953399,474846405,16.25,16.45,14.8,15.3,-0.9,8212,17.039999999999996,17.564999999999998,,28.032708032708054,47.36892736892741,25.128235172795705,38.84892086330933,,,,,,
2020-02-03,2368,28824277,411297229,14.7,14.8,13.85,14.35,-0.95,6505,16.369999999999994,17.169999999999995,,7.801226551226553,27.747113997114013,19.80382143400815,33.863965267727906,,,,,,
2020-02-04,2368,25811484,386711360,14.65,15.3,14.6,15.0,0.65,6902,15.769999999999992,16.889999999999993,,16.04495414979286,17.292962911242483,31.405838502512456,39.5769061260467,,,,,,
2020-02-05,2368,36927804,541815987,15.0,15.25,14.25,14.4,-0.6,8364,15.049999999999994,16.544999999999995,,15.65860215053764,13.168260950519013,27.172406299657382,36.447168393017094,,,,,,
2020-02-06,2368,26992263,401011440,14.7,15.05,14.65,14.95,0.55,5995,14.799999999999994,16.199999999999996,,20.519713261648747,17.407756520659746,36.3483383758899,41.04922293776869,,,,,,
2020-02-07,2368,19535085,282998223,14.7,14.75,14.3,14.3,-0.65,4937,14.599999999999994,15.819999999999997,16.697499999999998,15.72426152515141,17.300858979112597,30.96847226466794,37.58528534828115,19.5230043797524,16.697499999999998,13.871995620247597,,,
2020-02-10,2368,17778319,249133921,13.65,14.4,13.5,14.4,0.1,4789,14.609999999999994,15.489999999999998,16.574999999999996,18.16458791880656,18.136187568535572,32.75488208544115,38.445870090186816,19.570746985311047,16.574999999999996,13.579253014688943,,,
2020-02-11,2368,17788709,261106074,14.5,14.85,14.35,14.85,0.45,5055,14.579999999999993,15.174999999999997,16.474999999999998,23.06654870312029,18.985132715692753,40.79807922698396,42.30127558197833,19.559558315221196,16.474999999999998,13.390441684778802,,,
2020-02-12,2368,45610130,702024408,14.95,15.65,14.85,15.5,0.65,10581,14.799999999999994,14.924999999999997,16.38,42.2171428975485,27.816093173158446,50.72933202170311,47.42383812997406,19.46178519692722,16.38,13.29821480307278,,,
2020-02-13,2368,20873126,322950032,15.55,15.7,15.25,15.25,-0.25,6152,14.859999999999994,14.829999999999998,16.29,62.349315689295764,42.54433576332151,47.178076581366696,45.74176336229902,19.393320801979705,16.29,13.186679198020293,,,
2020-02-14,2368,25271822,395875801,15.3,15.85,15.25,15.75,0.5,6877,15.149999999999995,14.874999999999996,16.22,81.02891518866998,61.86512459183808,54.59469816356104,49.59262040995307,19.30567658707124,16.22,13.134323412928756,,,
2020-02-17,2368,13224208,206247613,15.5,15.75,15.45,15.55,-0.2,3927,15.379999999999995,14.995,16.0825,87.50805931656998,76.9620967315119,51.23743002770801,48.12141016048409,19.02703306994496,16.0825,13.13796693005504,,,
2020-02-18,2368,14397628,223716344,15.55,15.75,15.35,15.7,0.15,3558,15.549999999999994,15.064999999999998,15.977499999999997,92.1985815602837,86.91185202184123,53.72725531219336,49.33538143252824,18.817477992872455,15.977499999999997,13.137522007127538,,,
2020-02-19,2368,10515163,165429590,15.7,15.85,15.6,15.7,0.0,2898,15.589999999999995,15.194999999999997,15.869999999999996,91.48936170212767,90.39866752632712,53.727255312193364,49.33538143252824,18.578025110666413,15.869999999999996,13.161974889333576,,,
2020-02-20,2368,12615829,199882745,15.85,16.0,15.7,15.85,0.15,3123,15.709999999999994,15.284999999999997,15.742499999999998,93.74468085106382,92.4775413711584,56.734168697059,50.67402601038486,18.18959521678248,15.742499999999998,13.295404783217515,,,
2020-02-21,2368,18127320,290581620,15.95,16.3,15.8,16.1,0.25,4967,15.779999999999996,15.464999999999995,15.642499999999998,92.4535370067285,92.56252651997333,61.587736453388864,52.90732710975543,17.847556688613633,15.642499999999998,13.437443311386364,,,
2020-02-24,2368,16677923,264014781,15.9,16.15,15.6,15.65,-0.45,5607,15.799999999999997,15.589999999999995,15.539999999999997,79.63866784556441,88.61229523445225,49.845270796319404,48.63849633502437,17.53338907391399,15.539999999999997,13.546610926086004,,,
2020-02-25,2368,14791066,231778356,15.45,15.95,15.35,15.95,0.3,4087,15.849999999999998,15.699999999999994,15.437499999999996,70.52755673445328,80.87325386224875,56.322358347209544,51.45083921635947,17.097281612140538,15.437499999999996,13.777718387859455,,,
2020-02-26,2368,22431643,354359389,15.8,16.1,15.45,15.45,-0.5,6317,15.799999999999997,15.694999999999993,15.309999999999997,46.96223316912968,65.70948591638248,45.01792307389084,46.846752813640485,16.483285983893072,15.309999999999997,14.136714016106923,,,
2020-02-27,2368,18510383,282202412,15.8,15.8,14.7,14.8,-0.65,5589,15.589999999999998,15.649999999999995,15.239999999999998,30.654761904761887,49.3815172694483,34.51210954158572,41.631225401347145,16.35830228471547,15.239999999999998,14.121697715284524,-0.6120346793620008,-0.8960080120913391,0.2839733327293382
2020-03-02,2368,18340567,275781427,14.25,15.5,14.25,15.5,0.7,4902,15.469999999999999,15.624999999999995,15.249999999999996,28.757742934572217,35.458246002821284,49.3601228981776,48.3058862063163,16.373832727766917,15.249999999999996,14.126167272233078,-0.5587790698503348,-0.8285622236431383,0.2697831537928035
2020-03-03,2368,72452698,1215002790,16.15,17.05,15.95,17.05,1.55,16558,15.75,15.774999999999995,15.384999999999996,55.74186991869923,38.38479158601113,68.0649961406027,59.38196177623192,16.67964280788182,15.384999999999996,14.090357192118173,-0.38704001316911096,-0.7402577815483328,0.3532177683792218
2020-03-04,2368,79330376,1383501898,16.95,17.85,16.85,17.75,0.7,20370,16.11,15.979999999999995,15.522499999999997,86.06594399277327,56.85518561534826,73.26752429058313,63.21518744948249,17.162461889801104,15.522499999999997,13.88253811019889,-0.19223545294115318,-0.6306533158268969,0.4384178628857437
2020-03-05,2368,70968815,1291111159,17.95,18.55,17.8,18.5,0.75,19800,16.72,16.259999999999998,15.727499999999997,98.68647717484929,80.16476369544063,77.79025777842983,66.82739674260179,17.738090709219573,15.727499999999997,13.716909290780421,0.02240897974959566,-0.5000408567115984,0.522449836461194
2020-03-06,2368,90367886,1750691220,18.3,20.35,18.25,20.1,1.6,24021,17.78,16.684999999999995,15.985,97.32035695627003,94.0242593746309,84.37125204151322,72.9336803053632,18.719977147984967,15.985,13.25002285201503,0.31795764946742366,-0.33644115547579395,0.6543988049432177
2020-03-09,2368,101160416,2013988072,19.75,21.25,18.6,18.65,-1.45,29875,18.410000000000004,16.939999999999998,16.202499999999997,85.86533050124359,93.95738821078767,64.24432141362203,61.826479266428755,19.056177451990727,16.202499999999997,13.348822548009267,0.4302199103635296,-0.18310894230792923,0.6133288526714589
2020-03-10,2368,105569580,2107222827,20.15,20.5,19.25,20.5,1.85,24827,19.1,17.424999999999997,16.5075,82.68149882903982,88.62239542885118,73.61372037318313,68.43206189530184,19.796158541107594,16.5075,13.218841458892406,0.6608502297509204,-0.014317107896159281,0.6751673376470797
2020-03-11,2368,127124131,2796165382,20.9,22.55,20.65,22.1,1.6,32329,19.970000000000006,18.04,16.869999999999997,82.24039013195642,83.59573982074664,79.13138578834167,72.81366047270255,20.869424958665988,16.869999999999997,12.870575041334005,0.9616477708122595,0.18087586784552448,0.780771902966735
2020-03-12,2368,96654753,2013005584,21.35,22.0,19.9,19.9,-2.2,26848,20.250000000000007,18.485,17.089999999999996,83.9787722317843,82.96688706426022,59.254510808584584,60.39974326340914,21.244828516316943,17.089999999999996,12.93517148368305,1.010857835509178,0.3468722613782552,0.6639855741309227
2020-03-13,2368,150321414,3021524958,18.35,21.85,18.3,21.85,1.95,44102,20.600000000000005,19.189999999999998,17.419999999999998,84.01484726785934,83.41133654386674,67.65593105433814,65.94227544004455,21.96768072757976,17.419999999999998,12.872319272420235,1.1934485376448372,0.5161875166315716,0.6772610210132656
2020-03-16,2368,126848081,2670078327,21.4,21.9,19.8,19.8,-2.05,40430,20.830000000000005,19.619999999999997,17.6225,69.74020483849274,79.24460811271217,53.99970745555584,56.9224570620284,22.215154461202165,17.6225,13.029845538797833,1.1593706143876474,0.6448241361827868,0.5145464782048607
2020-03-17,2368,124317141,2559848171,20.1,21.4,19.75,20.05,0.25,39182,20.740000000000002,19.919999999999998,17.8475,62.83891547049444,72.19798919228221,55.28387544053839,57.68264884332227,22.452874577599513,17.8475,13.242125422400488,1.1394022059737523,0.7437397501409799,0.3956624558327724
2020-03-18,2368,126738996,2501663661,20.6,20.9,18.55,19.1,-0.95,37172,20.140000000000004,20.055,18.017500000000002,39.630082959336356,57.40306775610788,49.19530557787512,53.797542062269954,22.543566172737624,18.017500000000002,13.49143382726238,1.0349893252395148,0.8019896651606869,0.23299966007882789
2020-03-19,2368,79039168,1412529333,19.2,19.45,17.2,17.2,-1.9,21151,19.6,19.924999999999997,18.0925,22.378620971032262,41.61587313362106,39.13780503585439,46.981951462441884,22.510901860401543,18.0925,13.67409813959846,0.7898226599891629,0.7995562641263821,-0.009733604137219243
2020-03-20,2368,82948693,1513173774,18.1,18.85,17.65,18.0,0.8,23526,18.830000000000002,19.714999999999996,18.2,11.573570962834202,24.527424964400975,44.692190736876285,49.86218394255508,22.49790646710703,18.2,13.90209353289297,0.6525573506336002,0.7701564814278258,-0.11759913079422557
2020-03-23,2368,34068394,585354893,16.7,17.8,16.25,17.75,-0.25,10708,18.42,19.624999999999996,18.2825,12.920931612520425,15.62437451546233,43.25305415241139,48.9669398291516,22.478125698271995,18.2825,14.086874301728,0.5176337338948152,0.7196519319212237,-0.20201819802640852
2020-03-24,2368,45026557,839747424,18.7,18.95,18.2,18.85,1.1,14310,18.18,19.459999999999997,18.442500000000003,27.993395380636372,17.49596598533037,51.30266731656378,52.968219925322046,22.46484695171861,18.442500000000003,14.420153048281396,0.4937746753798713,0.6744764806129532,-0.18070180523308188
2020-03-25,2368,62705436,1251203554,19.75,20.5,19.55,20.2,1.35,19661,18.400000000000002,19.269999999999996,18.655,46.3128065128835,29.07571116868013,59.523618530054904,57.384353402285335,22.575956515953735,18.655,14.734043484046266,0.5771469266814968,0.655010569826662,-0.07786364314516514
2020-03-26,2368,61706205,1273754666,20.75,21.0,20.2,21.0,0.8,18361,19.160000000000004,19.379999999999995,18.9325,66.39989739643455,46.90203309665151,63.754004011688394,59.79362937018172,22.688997703979094,18.9325,15.176002296020908,0.6997075574542038,0.6639499673521703,0.0357575901020335
2020-03-27,2368,103776635,2341392662,21.7,23.1,21.65,23.1,2.1,26240,20.18,19.504999999999995,19.347500000000004,84.66076696165193,65.79115695699004,72.54251216502772,65.33396009254096,23.019076636814138,19.347500000000004,15.67592336318587,0.9552783358948851,0.7222156410607132,0.23306269483417186
2020-03-30,2368,99038777,2290705995,23.15,23.65,22.5,23.6,0.5,27836,21.35,19.884999999999994,19.752500000000005,94.46504026150046,81.84190153986235,74.27514132295386,66.51700310276553,23.42407663681414,19.752500000000005,16.08092336318587,1.1845115288510293,0.8146748186187764,0.36983671023225284
2020-03-31,2368,114790042,2817824642,23.8,25.9,23.5,24.25,0.65,36283,22.43,20.304999999999993,20.112500000000004,94.07529290948982,91.06703337754743,76.5220958624793,68.04379395662056,24.055452573896794,20.112500000000004,16.169547426103215,1.4024633292713595,0.9322325207492931,0.47023080852206645
2020-04-01,2368,94746762,2338480800,24.7,25.25,23.95,25.15,0.9,28378,23.419999999999998,20.909999999999993,20.4825,91.48461933436029,93.34165083511688,79.4251428154373,70.07828396043189,24.836610127224592,20.4825,16.12838987277541,1.6290356705776432,1.0715931507149632,0.55744251986268
2020-04-06,2368,42114949,1120357049,25.5,27.5,25.35,26.9,1.75,15685,24.6,21.879999999999995,20.9025,89.9320667818077,91.8306596752193,83.9322033460666,73.59806986498356,25.97235946550792,20.9025,15.832640534492079,1.9275862437312519,1.2427917693182209,0.684794474413031
2020-04-07,2368,37475803,1069542820,27.5,29.2,27.5,28.35,1.45,14241,25.65,22.914999999999996,21.315,93.05579107133512,91.49082572916774,86.74005963190179,76.10609309554816,27.313924903680647,21.315,15.316075096319356,2.2551961088090806,1.4452726372163929,0.8099234715926877
2020-04-08,2368,59970671,1636495515,28.45,29.0,26.3,26.5,-1.85,22924,26.23,23.789999999999996,21.707500000000003,86.32003977599832,89.76929920971376,68.83491462304696,67.31941671577552,27.978646226966763,21.707500000000003,15.436353773033243,2.338591916390751,1.6239364930512645,0.7146554233394864
2020-04-09,2368,61952918,1628470683,26.7,27.75,25.1,25.35,-1.15,23221,26.45,24.439999999999994,21.950000000000003,73.83855829451686,84.40479638061682,59.871900659290354,62.48967130098835,28.388478081037437,21.950000000000003,15.511521918962568,2.2855420002066964,1.7562575944823509,0.5292844057243455
2020-04-10,2368,63446199,1679717032,25.8,27.05,25.6,26.4,1.05,22429,26.7,25.059999999999995,22.165,64.05228496519715,74.73696101190416,64.75979658159451,64.9614318002532,28.889960966429463,22.165,15.440039033570537,2.3016932966413357,1.8653447349141479,0.43634856172718783
2020-04-13,2368,58271404,1556504476,26.4,27.35,25.9,26.8,0.4,20074,26.68,25.639999999999997,22.51,61.43841132820078,66.4430848626383,66.56960399552857,65.88373222335554,29.439617594066746,22.51,15.580382405933255,2.3200261551398,1.9562810189592783,0.36374513618052173
2020-04-14,2368,76599739,2136183013,27.1,28.75,27.0,28.75,1.95,27115,26.76,26.204999999999995,22.855,73.06609164009161,66.18559597782989,74.12686498522004,70.02593206321819,30.287624031928395,22.855,15.422375968071607,2.463506016867772,2.057726018540977,0.4057799983267949
2020-04-15,2368,93591007,2623521172,29.05,29.4,27.0,27.8,-0.95,34059,27.020000000000003,26.624999999999993,23.255000000000003,75.64218982345635,70.04889759724962,65.68695502420378,65.8323733975026,30.846304235768653,23.255000000000003,15.663695764231353,2.4720613955222497,2.1405930939372313,0.3314683015850184
2020-04-16,2368,68254228,1917472545,27.3,28.9,27.05,28.6,0.8,27286,27.670000000000005,27.059999999999995,23.6825,81.38093794332214,76.69640646895675,69.13906363273816,67.59240971566032,31.46429124623627,23.6825,15.90070875376373,2.514410351499148,2.2153565454496147,0.29905380604953313
2020-04-17,2368,108519820,3082587263,29.7,29.7,27.3,27.8,-0.8,34692,27.950000000000006,27.324999999999996,24.1175,70.24440094866158,75.75584290514674,61.87638370526389,64.03984674648794,31.798012678200568,24.1175,16.436987321799432,2.455117820124933,2.2633088003846784,0.19180901974025444
