date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2020-02-14,1513,4553022,124625985,27.5,27.7,27.15,27.45,-0.1,1594
2020-02-17,1513,4876695,135830048,27.4,28.2,27.35,28.05,0.6,1564
2020-02-18,1513,3429265,94615884,28.05,28.05,27.2,27.4,-0.65,1422
2020-02-19,1513,2968945,80747431,27.2,27.5,26.9,27.5,0.1,1309
2020-02-20,1513,2121169,58829713,27.5,27.9,27.45,27.75,0.25,883
2020-02-21,1513,1830759,50352208,27.5,28.0,27.25,27.3,-0.45,892
2020-02-24,1513,2237074,60171054,27.15,27.15,26.75,26.75,-0.55,1161
2020-02-25,1513,3940253,103862729,26.2,26.5,26.2,26.3,-0.45,1495
2020-02-26,1513,4631824,123094027,26.25,26.9,26.2,26.55,0.25,1387
2020-02-27,1513,3196120,83863520,26.55,26.6,25.95,26.0,-0.55,1238
2020-03-02,1513,3054400,79012843,25.25,26.3,25.25,25.8,-0.2,1175
2020-03-03,1513,1337742,35285107,26.5,26.6,26.2,26.35,0.55,592
2020-03-04,1513,1147245,29844291,26.4,26.4,25.8,26.1,-0.25,557
2020-03-05,1513,772007,20301976,26.2,26.4,26.1,26.35,0.25,381
2020-03-06,1513,922415,24091304,26.35,26.35,26.0,26.05,-0.3,441
2020-03-09,1513,3153541,79930846,25.45,25.85,25.05,25.05,-1.0,1255
2020-03-10,1513,5212938,128786700,24.2,25.15,24.2,25.0,-0.05,1664
2020-03-11,1513,1708625,42615710,25.05,25.2,24.6,24.6,-0.4,854
2020-03-12,1513,7927725,185767083,24.5,24.5,23.0,23.45,-1.15,2293
2020-03-13,1513,6101201,133382879,21.8,22.35,21.5,22.35,-1.1,2066
2020-03-16,1513,3841475,85812089,22.3,22.95,22.05,22.2,-0.15,1297
2020-03-17,1513,2005981,43558530,21.65,22.2,21.5,21.7,-0.5,954
2020-03-18,1513,2196831,48065424,21.75,22.1,21.65,21.85,0.15,1046
2020-03-19,1513,6380618,127911750,21.65,21.65,19.7,19.7,-2.15,2268
2020-03-20,1513,2884610,59987717,20.05,21.4,20.05,20.7,1.0,1478
2020-03-23,1513,1833546,37288865,19.8,20.85,19.75,20.7,0.0,847
2020-03-24,1513,1682586,35553006,20.9,21.4,20.8,20.85,0.15,698
2020-03-25,1513,3561113,77633103,21.45,22.15,21.25,21.85,1.0,1258
2020-03-26,1513,1858989,40468047,21.85,22.05,21.55,21.8,-0.05,664
2020-03-27,1513,2555664,56257154,22.1,22.5,21.7,21.8,0.0,787
2020-03-30,1513,1990854,43494969,21.5,22.1,21.15,22.1,0.3,535
2020-03-31,1513,1659954,36964424,22.25,22.4,22.0,22.35,0.25,809
2020-04-01,1513,1389860,30843389,22.05,22.35,22.05,22.2,-0.15,440
2020-04-06,1513,1043402,23232826,22.4,22.4,22.1,22.25,0.05,536
2020-04-07,1513,3764203,85958535,22.4,23.2,22.4,23.15,0.9,1348
2020-04-08,1513,1902678,44241873,23.0,23.5,22.8,23.35,0.2,761
2020-04-09,1513,2087332,48907362,23.35,23.75,23.25,23.25,-0.1,672
2020-04-10,1513,1781650,41869900,23.3,23.7,23.3,23.65,0.4,534
2020-04-13,1513,2398951,56559622,23.75,23.75,23.35,23.55,-0.1,956
2020-04-14,1513,1811559,42982856,23.75,23.8,23.6,23.8,0.25,750
2020-04-15,1513,3239674,78313511,23.9,24.4,23.85,24.4,0.6,947
2020-04-16,1513,1903708,46013084,24.25,24.35,23.95,24.3,-0.1,872
2020-04-17,1513,2467167,60524507,24.65,24.85,24.35,24.4,0.1,999
2020-04-20,1513,912409,22302998,24.4,24.55,24.35,24.5,0.1,486
2020-04-21,1513,2798983,67002809,24.5,24.5,23.6,23.6,-0.9,1173
2020-04-22,1513,1606326,37509957,23.3,23.7,22.95,23.6,0.0,595
2020-04-23,1513,621722,14742902,23.8,23.85,23.55,23.75,0.15,322
2020-04-24,1513,824054,19749326,23.7,24.15,23.65,24.0,0.25,331
2020-04-27,1513,2279501,56285944,24.1,24.95,24.1,24.9,0.9,951
2020-04-28,1513,2257912,56298315,25.0,25.15,24.8,24.95,0.05,584
2020-04-29,1513,2213935,55427231,24.95,25.35,24.85,25.0,0.05,771
2020-04-30,1513,3987854,100375120,25.1,25.8,24.95,25.3,0.3,1743
2020-05-04,1513,867843,21600189,25.0,25.0,24.7,24.85,-0.45,416
2020-05-05,1513,2709047,68580326,24.9,25.7,24.9,25.35,0.5,1080
2020-05-06,1513,1422870,35741161,25.1,25.35,24.95,25.05,-0.3,603
2020-05-07,1513,1110977,27941270,25.05,25.25,25.0,25.2,0.15,379
2020-05-08,1513,3285948,84621844,25.35,26.3,25.2,26.0,0.8,1340
2020-05-11,1513,8230796,220872864,26.2,27.3,26.1,27.2,1.2,2609
2020-05-12,1513,6470806,176683260,27.2,27.65,26.75,27.65,0.45,2272
2020-05-13,1513,6355397,173631099,26.7,27.7,26.65,27.5,-0.15,2674
2020-05-14,1513,5441064,149845546,27.5,27.7,27.15,27.5,0.0,1813
2020-05-15,1513,6958625,191998416,27.6,27.85,27.2,27.55,0.05,1960
2020-05-18,1513,2782799,76411387,27.55,27.75,27.0,27.55,0.0,1085
2020-05-19,1513,5203246,145253012,27.7,28.2,27.6,27.7,0.15,1945
2020-05-20,1513,3565169,98594431,27.85,27.95,27.45,27.6,-0.1,1049
2020-05-21,1513,1765488,48649563,27.6,27.85,27.3,27.65,0.05,820
2020-05-22,1513,2633761,72070984,27.65,27.65,27.15,27.4,-0.25,865
2020-05-25,1513,2042349,56604061,27.75,28.0,27.45,27.7,0.3,875
2020-05-26,1513,1695366,46941112,27.9,28.0,27.55,27.6,-0.1,660
2020-05-27,1513,3309230,92742608,27.85,28.45,27.55,28.0,0.4,1320
2020-05-28,1513,8860229,256048512,28.2,29.3,28.2,29.2,1.2,4140
2020-05-29,1513,5777050,166163416,29.0,29.3,28.4,28.5,-0.7,2572
2020-06-01,1513,2221433,63779586,28.5,28.95,28.45,28.65,0.15,1045
2020-06-02,1513,3213240,91015469,28.9,28.9,28.05,28.15,-0.5,1281
2020-06-03,1513,2094885,58905480,28.3,28.45,27.9,28.1,-0.05,1014
2020-06-04,1513,1582679,44736955,28.25,28.5,28.1,28.3,0.2,585
2020-06-05,1513,4430172,128474879,28.3,29.35,28.3,29.2,0.9,1913
2020-06-08,1513,3302309,96703278,29.3,30.1,28.9,29.05,-0.15,2019
2020-06-09,1513,1160079,33662972,29.0,29.25,28.8,29.0,-0.05,633
2020-06-10,1513,2303226,66043854,28.8,29.0,28.4,28.65,-0.35,863
2020-06-11,1513,3365303,94557988,28.75,28.8,27.65,28.2,-0.45,1450
2020-06-12,1513,2593048,71168798,27.1,27.95,27.1,27.4,-0.8,1141
2020-06-15,1513,1530455,42269492,27.6,27.85,27.25,27.4,0.0,689
2020-06-16,1513,1490819,41201337,27.55,27.8,27.4,27.7,0.3,533
2020-06-17,1513,663095,18349877,27.85,27.85,27.55,27.8,0.1,364
2020-06-18,1513,1762968,48401766,27.8,27.8,27.15,27.65,-0.15,809
2020-06-19,1513,1853937,50785981,27.65,27.7,27.15,27.15,-0.5,643
2020-06-22,1513,1884441,51718729,27.15,27.65,27.15,27.55,0.4,770
2020-06-23,1513,1537658,42577474,27.75,28.15,27.45,27.55,0.0,703
2020-06-24,1513,514101,14201523,27.6,27.8,27.55,27.6,0.05,285
2020-06-29,1513,1031494,28365304,27.45,27.7,27.35,27.6,0.0,401
2020-06-30,1513,531177,14667361,27.65,27.75,27.5,27.65,0.05,280
2020-07-01,1513,762722,21065287,27.75,27.75,27.5,27.7,0.05,387
2020-07-02,1513,2597048,73012943,27.65,28.5,27.65,28.3,0.6,1096
2020-07-03,1513,1771971,49691338,28.3,28.3,27.9,28.05,-0.25,977
2020-07-06,1513,1279284,36092432,28.2,28.35,28.0,28.2,0.15,700
2020-07-07,1513,5531511,159309906,28.4,29.8,28.3,28.5,0.3,2412
2020-07-08,1513,1571411,44787463,28.55,28.65,28.3,28.55,0.05,835
2020-07-09,1513,2715810,78560028,28.75,29.25,28.75,28.9,0.35,1130
2020-07-10,1513,3353417,97008429,28.95,29.4,28.35,28.9,0.0,1390
2020-07-13,1513,2173809,63091975,29.0,29.5,28.8,29.0,0.1,855
2020-07-14,1513,2451964,70068159,29.1,29.1,28.3,28.7,-0.3,1033
2020-07-15,1513,6243430,182901602,28.95,30.1,28.55,28.9,0.2,2272
2020-07-16,1513,2806402,81153235,29.0,29.3,28.7,29.0,0.1,1313
2020-07-17,1513,2166578,62463392,29.1,29.15,28.65,28.7,-0.3,841
2020-07-20,1513,1417635,40833196,29.0,29.1,28.45,28.9,0.2,616
2020-07-21,1513,1400721,40557221,29.05,29.1,28.8,28.9,0.0,649
2020-07-22,1513,16858084,511505390,29.0,31.0,29.0,30.75,1.85,6255
2020-07-23,1513,9678593,300389344,30.9,31.9,30.15,31.55,0.8,4935
2020-07-24,1513,4950866,151939177,30.95,31.35,30.1,30.35,-1.2,2258
2020-07-27,1513,3415590,101991573,30.1,30.5,29.45,29.65,-0.7,1350
2020-07-28,1513,2697469,79363551,29.6,30.1,29.0,29.1,-0.55,1203
2020-07-29,1513,2406889,71266898,29.1,29.95,29.1,29.8,0.7,791
2020-07-30,1513,5081293,154347318,29.9,30.75,29.65,30.45,0.65,2167
2020-07-31,1513,3284721,100144396,30.45,30.8,29.95,30.6,0.15,1575
2020-08-03,1513,4648759,143679438,30.7,31.4,30.6,30.9,0.3,1966
2020-08-04,1513,2496317,77278520,31.0,31.2,30.65,30.9,0.0,1566
2020-08-05,1513,3815546,117072467,31.0,31.05,30.45,30.9,0.0,1139
2020-08-06,1513,2368085,72667741,30.9,30.95,30.55,30.9,0.0,859
2020-08-07,1513,3313804,101797547,31.0,31.3,30.45,30.7,-0.2,1239
2020-08-10,1513,4269758,133328356,30.7,31.9,30.5,31.1,0.4,1400
2020-08-11,1513,2627598,81364452,31.35,31.4,30.55,31.1,0.0,1079
2020-08-12,1513,1768651,54780503,30.9,31.25,30.65,31.25,0.15,697
2020-08-13,1513,1515548,47170972,31.35,31.4,30.85,31.1,-0.15,679
2020-08-14,1513,18214338,572343887,31.1,32.4,30.9,31.4,0.3,4120
2020-08-17,1513,21163914,707401367,31.7,34.5,31.55,34.5,3.1,7137
2020-08-18,1513,12204283,419108872,35.55,35.7,33.6,34.05,-0.45,6152
2020-08-19,1513,7185047,247240422,34.3,35.3,33.7,34.25,0.2,3130
2020-08-20,1513,9266129,303677743,34.25,34.25,31.75,32.65,-1.6,3773
2020-08-21,1513,5654403,186183597,33.25,33.5,32.5,32.75,0.1,2968
2020-08-24,1513,3274362,107179529,32.75,33.2,32.25,32.8,0.05,1434
2020-08-25,1513,4789599,157273723,33.25,33.45,32.5,32.75,-0.05,1902
2020-08-26,1513,1995265,64977310,32.4,32.75,32.4,32.6,-0.15,879
2020-08-27,1513,4688827,154856565,32.9,33.3,32.75,33.0,0.4,2115
2020-08-28,1513,14522307,496593397,33.0,34.8,32.8,34.55,1.55,5154
2020-08-31,1513,24904621,913488298,34.85,38.0,34.6,37.6,3.05,9992
2020-09-01,1513,42007918,1643676470,37.85,40.85,37.1,39.95,2.35,17189
2020-09-02,1513,35462841,1443866087,40.0,42.2,39.3,42.15,2.2,13347
2020-09-03,1513,33170011,1431788368,41.95,44.3,41.85,44.3,2.15,13969
2020-09-04,1513,72957901,3315786083,42.95,48.3,42.8,46.6,2.3,28770
2020-09-07,1513,48331808,2408691800,48.3,51.2,47.8,51.0,4.4,18304
2020-09-08,1513,40433105,1998000040,50.9,52.5,47.5,48.5,-2.5,17386
2020-09-09,1513,25574094,1270764220,49.7,50.7,48.85,49.75,1.25,10953
2020-09-10,1513,55014745,2843021784,48.9,53.4,48.9,53.4,0.0,20253
2020-09-11,1513,88611060,4834117261,55.0,58.1,50.5,52.4,-1.0,37484
2020-09-14,1513,43924714,2238210015,53.1,53.7,49.15,51.5,-0.9,19091
2020-09-15,1513,22076353,1138890056,51.2,52.6,50.5,52.0,0.5,10094
2020-09-16,1513,18720914,964019751,52.7,52.7,50.7,51.6,-0.4,7961
2020-09-17,1513,28599648,1492382448,51.9,53.6,50.9,51.3,-0.3,13486
2020-09-18,1513,15395042,795660642,51.0,52.6,50.9,51.2,-0.1,6861
2020-09-21,1513,19520180,1009466192,51.2,52.6,50.9,51.5,0.3,8222
2020-09-22,1513,36180112,1774824422,51.4,51.6,47.6,48.4,-3.1,15731
2020-09-23,1513,57102806,2657100182,48.6,49.1,44.6,47.1,-1.3,23369
2020-09-24,1513,28721900,1319614173,45.8,47.4,44.75,44.75,-2.35,12140
2020-09-25,1513,53161063,2340584493,45.0,46.65,40.85,42.65,-2.1,22006
2020-09-28,1513,21281247,902999628,43.2,43.3,41.3,43.1,0.45,8898
2020-09-29,1513,18920415,796045340,43.2,43.2,41.55,41.65,-1.45,7235
2020-09-30,1513,53347693,2306269583,41.65,44.8,41.25,42.7,1.05,22307
2020-10-05,1513,37960354,1678067172,43.9,45.6,42.7,45.6,2.9,15706
2020-10-06,1513,54445435,2550801420,45.7,47.9,45.6,46.9,1.3,23047
2020-10-07,1513,23357933,1086871629,46.8,47.3,46.0,46.55,-0.35,10601
2020-10-08,1513,22940763,1077220711,46.6,47.6,46.1,47.0,0.45,10345
2020-10-12,1513,52199546,2537666387,47.0,49.5,46.9,49.4,2.4,23606
2020-10-13,1513,30607412,1497059882,49.75,49.9,48.15,49.4,0.0,13795
2020-10-14,1513,57392838,2921874317,49.0,52.7,48.7,50.7,1.3,25262
2020-10-15,1513,31842724,1592306122,50.3,51.8,48.9,49.3,-1.4,14807
2020-10-16,1513,25551713,1228536786,49.5,49.8,46.85,47.4,-1.9,11817
2020-10-19,1513,22144506,1052654934,48.0,49.0,46.5,47.25,-0.15,10266
2020-10-20,1513,23343070,1077283143,47.0,47.1,45.6,45.9,-1.35,10571
2020-10-21,1513,16728107,776626016,45.9,47.15,45.9,46.1,0.2,8439
2020-10-22,1513,17588717,819088399,46.0,47.55,45.65,47.0,0.9,8328
2020-10-23,1513,38069202,1835047248,47.1,49.0,46.85,49.0,2.0,18543
2020-10-26,1513,32916745,1620292242,49.7,50.4,48.25,49.45,0.45,15635
2020-10-27,1513,22133818,1092423298,48.95,50.3,48.5,48.75,-0.7,11271
2020-10-28,1513,107993913,5643759016,49.45,53.6,49.1,53.0,4.25,46481
2020-10-29,1513,51798644,2692789833,52.6,53.0,51.1,51.9,-1.1,23986
2020-10-30,1513,44929730,2260220796,52.1,52.6,48.0,48.15,-3.75,20779
2020-11-02,1513,41253394,2009202444,48.8,49.75,47.0,49.05,0.9,19361
2020-11-03,1513,41145042,2050146681,49.6,51.0,48.8,49.6,0.55,18856
2020-11-04,1513,27261927,1345462473,49.45,50.4,48.3,49.0,-0.6,12437
2020-11-05,1513,53426641,2695007231,49.55,51.9,49.4,50.2,1.2,24231
2020-11-06,1513,17640963,879539266,50.2,50.6,49.5,50.0,-0.2,8194
2020-11-09,1513,22571577,1133298092,51.0,51.1,49.85,49.85,-0.15,9346
2020-11-10,1513,24152761,1177083250,50.0,50.0,47.45,48.8,-1.05,12355
2020-11-11,1513,17265873,836127424,48.7,49.3,47.6,48.65,-0.15,8039
2020-11-12,1513,18272324,873135784,48.8,49.05,47.15,47.2,-1.45,8839
2020-11-13,1513,17166279,821436843,46.85,48.9,46.5,48.55,1.35,8073
2020-11-16,1513,16623461,797142093,48.95,49.0,47.5,47.55,-1.0,7248
2020-11-17,1513,16426450,787995970,47.5,48.7,47.0,47.65,0.1,7035
2020-11-18,1513,25436123,1246919266,47.85,50.0,47.8,49.75,2.1,10753
2020-11-19,1513,47656710,2415922426,49.9,51.6,49.4,50.3,0.55,20428
2020-11-20,1513,23068298,1156912299,50.6,51.2,49.5,49.65,-0.65,10361
2020-11-23,1513,21948182,1099427405,49.7,51.0,48.95,50.9,1.25,9246
2020-11-24,1513,30170374,1544453449,51.5,52.1,50.0,51.0,0.1,12209
2020-11-25,1513,114108654,6255003369,51.6,56.1,51.3,56.1,5.1,42078
2020-11-26,1513,76394906,4288573580,54.8,57.4,54.8,55.6,-0.5,33021
2020-11-27,1513,95486779,5511734644,55.9,60.0,55.7,56.7,1.1,44579
2020-11-30,1513,57793426,3352663047,58.0,59.0,56.6,58.5,1.8,24210
2020-12-01,1513,31631485,1843923360,58.8,59.7,57.2,58.0,-0.5,15100
2020-12-02,1513,18364456,1061485237,58.0,58.9,57.2,57.4,-0.6,8963
2020-12-03,1513,40465897,2373285263,57.9,60.0,57.7,58.3,0.9,18506
2020-12-04,1513,32607347,1865591682,58.0,58.7,56.0,57.3,-1.0,14872
2020-12-07,1513,27380494,1577644098,57.0,58.7,55.6,58.2,0.9,12115
2020-12-08,1513,67356072,4066178765,58.7,62.0,58.4,61.5,3.3,30099
2020-12-09,1513,40438920,2530540253,61.0,64.1,60.6,63.3,1.8,18573
2020-12-10,1513,52881712,3363524274,63.3,65.9,61.3,61.7,-1.6,25198
2020-12-11,1513,72088839,4177615595,62.0,62.9,55.6,55.8,-5.9,31940
2020-12-14,1513,35532249,1968409645,55.0,57.2,53.1,55.6,-0.2,16339
2020-12-15,1513,43904185,2327946128,55.1,55.9,51.5,51.8,-3.8,20474
2020-12-16,1513,21686949,1165133437,53.0,54.7,52.7,54.2,2.4,10432
2020-12-17,1513,16873151,893659431,53.5,53.8,52.4,53.0,-1.2,8052
2020-12-18,1513,41309556,2276634998,53.3,57.1,52.4,55.8,2.8,19456
2020-12-21,1513,19022472,1052930947,56.2,56.2,54.0,55.5,-0.3,8625
2020-12-22,1513,17636934,960149519,55.5,56.0,52.5,53.1,-2.4,8028
2020-12-23,1513,19939767,1087404315,53.5,56.0,52.8,54.3,1.2,9516
2020-12-24,1513,12868604,707990243,54.7,55.8,54.2,54.7,0.4,6223
2020-12-25,1513,8082562,442573503,55.2,55.6,54.0,54.6,-0.1,3950
2020-12-28,1513,13627719,754822662,55.1,56.2,54.3,55.2,0.6,6085
2020-12-29,1513,26293566,1481168513,55.6,57.6,55.2,55.9,0.7,11331
2020-12-30,1513,12106475,677382237,56.2,56.8,55.3,56.2,0.3,5882
2020-12-31,1513,30316251,1643229887,55.5,55.7,53.5,53.6,-2.6,14429
2021-01-04,1513,55606364,2788353350,52.9,52.9,48.6,49.1,-4.5,26531
2021-01-05,1513,25017085,1226582269,49.1,49.8,48.1,48.65,-0.45,11734
2021-01-06,1513,24474517,1163936730,49.05,49.1,46.65,47.1,-1.55,12174
2021-01-07,1513,21577902,1043653166,47.4,49.15,47.4,47.75,0.65,10572
2021-01-08,1513,11684216,562128832,48.0,48.95,47.35,48.2,0.45,5651
2021-01-11,1513,19894513,983196795,49.2,49.95,49.0,49.45,1.25,9132
2021-01-12,1513,11991213,584042275,49.5,49.9,48.15,48.25,-1.2,6106
2021-01-13,1513,10184074,489976507,48.4,48.65,47.7,48.2,-0.05,5100
2021-01-14,1513,6918477,333406712,48.25,48.65,47.8,48.1,-0.1,3934
2021-01-15,1513,11437005,541957711,48.3,48.35,46.95,47.05,-1.05,5789
2021-01-18,1513,16424079,763698023,47.0,48.1,44.5,47.65,0.6,7371
2021-01-19,1513,11757965,562837941,47.65,48.85,47.0,47.55,-0.1,5885
2021-01-20,1513,11234110,516453747,47.35,47.65,45.05,45.3,-2.25,6154
2021-01-21,1513,7195741,327457643,45.5,46.2,45.1,45.4,0.1,3715
2021-01-22,1513,10897005,505759141,45.85,47.2,45.8,46.45,1.05,5169
2021-01-25,1513,18351689,878969490,46.65,48.65,46.3,48.1,1.65,8514
2021-01-26,1513,10925105,519636500,48.3,48.3,47.1,47.15,-0.95,5333
2021-01-27,1513,7158108,327292492,46.85,47.75,46.85,47.7,0.55,2367
2021-01-28,1513,6873729,322633044,47.0,47.9,46.5,46.55,-1.15,3827
2021-01-29,1513,48662877,2389121436,47.0,50.6,46.8,47.9,1.35,21774
2021-02-01,1513,37364757,1742801632,49.0,49.0,45.55,46.75,-1.15,15459
2021-02-02,1513,13097217,614482390,47.1,47.6,46.5,46.7,-0.05,6384
2021-02-03,1513,17920181,855651970,47.0,48.5,46.7,47.2,0.5,8012
2021-02-04,1513,9732307,464825327,47.7,48.4,47.2,47.45,0.25,4786
2021-02-05,1513,8188901,390104741,48.1,48.35,47.0,47.55,0.1,4209
2021-02-17,1513,16142555,789847462,47.95,49.65,47.95,49.3,1.75,7628
2021-02-18,1513,15160468,758794071,49.3,50.8,48.9,50.5,1.2,8007
2021-02-19,1513,10490006,524215889,50.5,50.8,49.3,50.0,-0.5,5759
2021-02-22,1513,15836703,804695958,50.5,51.5,49.85,51.4,1.4,8061
2021-02-23,1513,12945425,667910782,51.5,52.0,50.7,51.7,0.3,7134
2021-02-24,1513,14437409,737195071,51.7,52.2,50.1,50.4,-1.3,6690
2021-02-25,1513,6665442,337671692,50.9,51.2,50.1,50.4,0.0,3483
2021-02-26,1513,8588284,431710252,49.85,51.3,49.1,50.1,-0.3,4421
2021-03-02,1513,8649113,439664353,50.6,51.4,50.2,50.2,0.1,4503
2021-03-03,1513,45546935,2408929920,51.0,54.0,50.5,53.9,3.7,23232
2021-03-04,1513,32609089,1748612464,53.3,54.8,52.6,52.7,-1.2,17095
2021-03-05,1513,14238809,735330240,52.3,52.6,50.6,51.4,-1.3,7688
2021-03-08,1513,17714734,934580917,52.2,54.0,51.7,51.9,0.5,8920
2021-03-09,1513,9931686,518978644,52.5,53.4,51.6,51.8,-0.1,5737
2021-03-10,1513,6809344,355976084,52.5,53.0,51.6,52.0,0.2,3933
2021-03-11,1513,22841498,1222935567,52.9,54.5,52.5,53.1,1.1,11407
2021-03-12,1513,37026097,2035769102,54.6,55.7,54.2,54.6,1.5,19000
2021-03-15,1513,26318281,1459165853,55.2,56.5,54.4,55.1,0.5,14170
2021-03-16,1513,17127891,945415616,55.9,56.2,54.4,54.7,-0.4,9893
2021-03-17,1513,12025272,651552070,55.0,55.1,53.5,53.8,-0.9,7120
2021-03-18,1513,20511883,1132140865,55.0,55.9,54.3,55.0,1.2,9899
2021-03-19,1513,9357954,506894796,54.6,54.9,53.8,54.0,-1.0,5440
2021-03-22,1513,11487688,614827623,54.0,54.4,53.1,53.2,-0.8,6159
2021-03-23,1513,9815249,529174956,54.0,54.4,53.3,53.9,0.7,5275
2021-03-24,1513,7904567,421501984,53.6,54.1,52.9,53.2,-0.7,4475
2021-03-25,1513,12287704,640219581,52.7,53.1,51.4,51.8,-1.4,6995
2021-03-26,1513,4439371,232329423,52.1,52.8,52.0,52.6,0.8,2416
2021-03-29,1513,6928197,368646857,52.8,53.8,52.4,53.5,0.9,3789
2021-03-30,1513,5953226,317057704,53.2,53.7,52.8,53.5,0.0,3199
2021-03-31,1513,10904989,583600323,54.1,54.4,52.8,52.8,-0.7,5684
2021-04-01,1513,7256817,381288731,53.1,53.2,52.1,52.7,-0.1,3707
2021-04-06,1513,13694654,729100076,52.8,53.9,52.5,53.4,0.7,5078
2021-04-07,1513,17302534,939367849,54.1,54.7,53.9,54.4,1.0,8862
2021-04-08,1513,14205564,777653767,54.1,55.4,54.0,54.3,-0.1,7700
2021-04-09,1513,46554132,2611131690,54.6,57.7,53.6,57.3,3.0,21568
2021-04-12,1513,32490909,1850324105,57.6,58.2,56.0,56.4,-0.9,16566
2021-04-13,1513,29336369,1674912205,56.9,58.3,55.4,55.4,-1.0,14492
2021-04-14,1513,23995952,1297163409,55.4,56.4,52.3,54.1,-1.3,11831
2021-04-15,1513,7453200,402305948,53.7,54.5,53.5,53.7,-0.4,4636
2021-04-16,1513,20128956,1115126571,54.1,56.3,54.0,56.1,2.4,8942
2021-04-19,1513,13618589,763589202,55.9,56.8,55.4,56.3,0.2,6426
2021-04-20,1513,9440414,525799060,56.2,56.3,55.3,56.0,-0.3,5036
2021-04-21,1513,18964348,1076584004,56.0,57.6,55.8,56.3,0.3,9293
2021-04-22,1513,17723148,981151400,57.2,57.2,53.5,54.1,-2.2,10158
2021-04-23,1513,7918441,425588224,54.4,54.5,53.2,53.7,-0.4,4872
2021-04-26,1513,7640841,414262205,54.3,54.9,53.8,54.2,0.5,4368
2021-04-27,1513,9514738,516708668,54.5,55.3,53.7,54.1,-0.1,5077
2021-04-28,1513,8192228,439290408,54.0,54.3,53.2,53.5,-0.6,4264
2021-04-29,1513,5709923,305095705,53.9,54.0,53.1,53.5,0.0,2860
2021-05-03,1513,8496666,446086559,53.4,53.5,52.0,52.0,-1.5,4936
2021-05-04,1513,17855517,885703279,51.8,52.2,47.5,49.35,-2.65,9288
2021-05-05,1513,5299234,265069038,49.3,51.2,48.9,49.5,0.15,3009
2021-05-06,1513,14096657,729803664,50.2,53.1,49.9,51.7,2.2,7619
2021-05-07,1513,6877123,358958894,52.0,52.8,51.6,52.5,0.8,3720
2021-05-10,1513,5347194,280689618,52.5,53.3,52.0,52.0,-0.5,3443
2021-05-11,1513,10825757,537612376,51.1,51.8,48.1,49.2,-2.8,6484
2021-05-12,1513,18948263,869713288,48.55,49.2,44.3,45.75,-3.45,9018
2021-05-13,1513,11933446,555972365,45.05,48.3,44.25,47.0,1.25,6397
2021-05-14,1513,11123275,539047766,48.7,50.2,47.1,47.5,0.5,6329
2021-05-17,1513,12083015,540361930,44.95,46.8,43.0,44.65,-2.85,6068
2021-05-18,1513,8483808,394624996,44.75,47.85,44.7,47.45,2.8,4377
2021-05-19,1513,8565842,411266191,46.6,48.95,46.6,48.8,1.35,4035
2021-05-20,1513,6021177,288306553,48.6,49.25,47.55,47.55,-1.25,2896
2021-05-21,1513,2735888,131549932,48.45,48.65,47.6,48.1,0.55,1418
2021-05-24,1513,4355508,210146390,47.7,48.85,47.35,48.35,0.25,2090
